Year,Sex,Age Group,Population Category/Ethnic,Population ('000)
2013,Female,20-24,Chinese,267.6
2013,Female,25-29,Chinese,267.3
2013,Female,30-34,Chinese,250.2
2013,Female,35-39,Chinese,224.3
2013,Female,40-44,Chinese,226.3
2013,Female,45-49,Chinese,220.7
2013,Female,50-54,Chinese,197.1
2013,Female,55-59,Chinese,173.2
2013,Female,60-64,Chinese,145.5
2013,Female,65-69,Chinese,112.3
2013,Female,70-74,Chinese,75.6
2013,Female,75-79,Chinese,53.4
2013,Female,80+,Chinese,47.2
2013,Female,Total,Chinese,3181.8
2014,Total,00-04,Chinese,386.3
2014,Total,05-09,Chinese,444
2014,Total,10-14,Chinese,503.3
2014,Total,15-19,Chinese,526.1
2014,Total,20-24,Chinese,548.8
2014,Total,25-29,Chinese,535.2
2014,Total,30-34,Chinese,526
2014,Total,35-39,Chinese,473.1
2014,Total,40-44,Chinese,462.4
2014,Total,45-49,Chinese,455
2014,Total,50-54,Chinese,427.2
2014,Total,55-59,Chinese,374.4
2014,Total,60-64,Chinese,308.6
2014,Total,65-69,Chinese,248.1
2014,Total,70-74,Chinese,160.4
2014,Total,75-79,Chinese,115.6
2014,Total,80+,Chinese,91.7
2014,Total,Total,Chinese,6586.2
2014,Male,00-04,Chinese,201.5
2014,Male,05-09,Chinese,229.4
2014,Male,10-14,Chinese,259
2014,Male,15-19,Chinese,270.3
2014,Male,20-24,Chinese,281.1
2014,Male,25-29,Chinese,267.2
2014,Male,30-34,Chinese,268.5
2014,Male,35-39,Chinese,246.9
2014,Male,40-44,Chinese,238.2
2014,Male,45-49,Chinese,230.7
2014,Male,50-54,Chinese,226.8
2014,Male,55-59,Chinese,195.9
2014,Male,60-64,Chinese,159.9
2014,Male,65-69,Chinese,127.7
2014,Male,70-74,Chinese,82.6
2014,Male,75-79,Chinese,58.1
2014,Male,80+,Chinese,43.2
2014,Male,Total,Chinese,3387.1
2014,Female,00-04,Chinese,184.8
2014,Female,05-09,Chinese,214.6
2014,Female,10-14,Chinese,244.3
2014,Female,15-19,Chinese,255.8
2014,Female,20-24,Chinese,267.7
2014,Female,25-29,Chinese,268
2014,Female,30-34,Chinese,257.5
2014,Female,35-39,Chinese,226.2
2014,Female,40-44,Chinese,224.2
2014,Female,45-49,Chinese,224.3
2014,Female,50-54,Chinese,200.4
2014,Female,55-59,Chinese,178.5
2014,Female,60-64,Chinese,148.7
2014,Female,65-69,Chinese,120.4
2014,Female,70-74,Chinese,77.7
2014,Female,75-79,Chinese,57.5
2014,Female,80+,Chinese,48.5
2014,Female,Total,Chinese,3199.1
2015,Total,00-04,Chinese,378.1
2015,Total,05-09,Chinese,432.1
2015,Total,10-14,Chinese,494.3
2015,Total,15-19,Chinese,519.2
2015,Total,20-24,Chinese,548.1
2015,Total,25-29,Chinese,534.9
2015,Total,30-34,Chinese,533.7
2015,Total,35-39,Chinese,479.8
2015,Total,40-44,Chinese,462.6
2015,Total,45-49,Chinese,456.3
2015,Total,50-54,Chinese,432.3
2015,Total,55-59,Chinese,384.2
2015,Total,60-64,Chinese,316.4
2015,Total,65-69,Chinese,259.6
2015,Total,70-74,Chinese,168.6
2015,Total,75-79,Chinese,121.2
2015,Total,80+,Chinese,97.3
2015,Total,Total,Chinese,6618.8
2015,Male,00-04,Chinese,197.3
2015,Male,05-09,Chinese,223.5
2015,Male,10-14,Chinese,254.7
2015,Male,15-19,Chinese,266.7
2015,Male,20-24,Chinese,281.6
2015,Male,25-29,Chinese,267.8
2015,Male,30-34,Chinese,270.5
2015,Male,35-39,Chinese,249.9
2015,Male,40-44,Chinese,239.3
2015,Male,45-49,Chinese,230.1
2015,Male,50-54,Chinese,228.3
2015,Male,55-59,Chinese,201.2
2015,Male,60-64,Chinese,163.6
2015,Male,65-69,Chinese,133.2
2015,Male,70-74,Chinese,86.6
2015,Male,75-79,Chinese,60.8
2015,Male,80+,Chinese,46.7
2015,Male,Total,Chinese,3401.6
2015,Female,00-04,Chinese,180.8
2015,Female,05-09,Chinese,208.6
2015,Female,10-14,Chinese,239.7
2015,Female,15-19,Chinese,252.5
2015,Female,20-24,Chinese,266.6
2015,Female,25-29,Chinese,267.2
2015,Female,30-34,Chinese,263.2
2015,Female,35-39,Chinese,229.9
2015,Female,40-44,Chinese,223.3
2015,Female,45-49,Chinese,226.2
2015,Female,50-54,Chinese,204
2015,Female,55-59,Chinese,183
2015,Female,60-64,Chinese,152.8
2015,Female,65-69,Chinese,126.5
2015,Female,70-74,Chinese,82
2015,Female,75-79,Chinese,60.3
2015,Female,80+,Chinese,50.6
2015,Female,Total,Chinese,3217.1
2016,Total,00-04,Chinese,371.6
2016,Total,05-09,Chinese,417
2016,Total,10-14,Chinese,478.4
2016,Total,15-19,Chinese,517.9
2016,Total,20-24,Chinese,544
2016,Total,25-29,Chinese,539.3
2016,Total,30-34,Chinese,535.8
2016,Total,35-39,Chinese,488.3
2016,Total,40-44,Chinese,464.1
2016,Total,45-49,Chinese,456.9
2016,Total,50-54,Chinese,436.3
2016,Total,55-59,Chinese,393.1
2016,Total,60-64,Chinese,325.4
2016,Total,65-69,Chinese,269.3
2016,Total,70-74,Chinese,179.7
2016,Total,75-79,Chinese,125.5
2016,Total,80+,Chinese,103
2016,Total,Total,Chinese,6645.7
2016,Male,00-04,Chinese,193.2
2016,Male,05-09,Chinese,216.6
2016,Male,10-14,Chinese,246.6
2016,Male,15-19,Chinese,265.6
2016,Male,20-24,Chinese,279.7
2016,Male,25-29,Chinese,272.2
2016,Male,30-34,Chinese,270
2016,Male,35-39,Chinese,253.3
2016,Male,40-44,Chinese,240.9
2016,Male,45-49,Chinese,230.2
2016,Male,50-54,Chinese,228.1
2016,Male,55-59,Chinese,206.2
2016,Male,60-64,Chinese,168.1
2016,Male,65-69,Chinese,137.7
2016,Male,70-74,Chinese,91.8
2016,Male,75-79,Chinese,63
2016,Male,80+,Chinese,50.4
2016,Male,Total,Chinese,3413.5
2016,Female,00-04,Chinese,178.4
2016,Female,05-09,Chinese,200.4
2016,Female,10-14,Chinese,231.8
2016,Female,15-19,Chinese,252.3
2016,Female,20-24,Chinese,264.3
2016,Female,25-29,Chinese,267.1
2016,Female,30-34,Chinese,265.8
2016,Female,35-39,Chinese,235
2016,Female,40-44,Chinese,223.2
2016,Female,45-49,Chinese,226.8
2016,Female,50-54,Chinese,208.3
2016,Female,55-59,Chinese,186.8
2016,Female,60-64,Chinese,157.3
2016,Female,65-69,Chinese,131.6
2016,Female,70-74,Chinese,88
2016,Female,75-79,Chinese,62.5
2016,Female,80+,Chinese,52.6
2016,Female,Total,Chinese,3232.2
2017,Total,00-04,Chinese,355.4
2017,Total,05-09,Chinese,408.1
2017,Total,10-14,Chinese,465.8
2017,Total,15-19,Chinese,513.2
2017,Total,20-24,Chinese,537.8
2017,Total,25-29,Chinese,542.7
2017,Total,30-34,Chinese,536.2
2017,Total,35-39,Chinese,499.7
2017,Total,40-44,Chinese,464.8
2017,Total,45-49,Chinese,457.2
2017,Total,50-54,Chinese,440
2017,Total,55-59,Chinese,401
2017,Total,60-64,Chinese,335.7
2017,Total,65-69,Chinese,276.3
2017,Total,70-74,Chinese,193.9
2017,Total,75-79,Chinese,126.5
2017,Total,80+,Chinese,111.2
2017,Total,Total,Chinese,6665.3
2017,Male,00-04,Chinese,184.1
2017,Male,05-09,Chinese,212.3
2017,Male,10-14,Chinese,240.5
2017,Male,15-19,Chinese,263.6
2017,Male,20-24,Chinese,276.5
2017,Male,25-29,Chinese,275.5
2017,Male,30-34,Chinese,269
2017,Male,35-39,Chinese,257.9
2017,Male,40-44,Chinese,241.8
2017,Male,45-49,Chinese,231.3
2017,Male,50-54,Chinese,227.1
2017,Male,55-59,Chinese,210.9
2017,Male,60-64,Chinese,173.3
2017,Male,65-69,Chinese,140.8
2017,Male,70-74,Chinese,98.4
2017,Male,75-79,Chinese,63.3
2017,Male,80+,Chinese,55.1
2017,Male,Total,Chinese,3421.4
2017,Female,00-04,Chinese,171.3
2017,Female,05-09,Chinese,195.7
2017,Female,10-14,Chinese,225.3
2017,Female,15-19,Chinese,249.6
2017,Female,20-24,Chinese,261.3
2017,Female,25-29,Chinese,267.2
2017,Female,30-34,Chinese,267.1
2017,Female,35-39,Chinese,241.8
2017,Female,40-44,Chinese,223
2017,Female,45-49,Chinese,225.9
2017,Female,50-54,Chinese,212.9
2017,Female,55-59,Chinese,190
2017,Female,60-64,Chinese,162.3
2017,Female,65-69,Chinese,135.5
2017,Female,70-74,Chinese,95.5
2017,Female,75-79,Chinese,63.2
2017,Female,80+,Chinese,56.1
2017,Female,Total,Chinese,3243.9
2018,Total,00-04,Chinese,334.5
2018,Total,05-09,Chinese,401.8
2018,Total,10-14,Chinese,454.5
2018,Total,15-19,Chinese,508.3
2018,Total,20-24,Chinese,530.7
2018,Total,25-29,Chinese,545.9
2018,Total,30-34,Chinese,534.6
2018,Total,35-39,Chinese,512
2018,Total,40-44,Chinese,466.4
2018,Total,45-49,Chinese,457.1
2018,Total,50-54,Chinese,443.1
2018,Total,55-59,Chinese,407.8
2018,Total,60-64,Chinese,346.6
2018,Total,65-69,Chinese,281.8
2018,Total,70-74,Chinese,209.5
2018,Total,75-79,Chinese,127.3
2018,Total,80+,Chinese,120.1
2018,Total,Total,Chinese,6682.1
2018,Male,00-04,Chinese,173
2018,Male,05-09,Chinese,209.2
2018,Male,10-14,Chinese,234.9
2018,Male,15-19,Chinese,261.5
2018,Male,20-24,Chinese,272.6
2018,Male,25-29,Chinese,278.5
2018,Male,30-34,Chinese,267.7
2018,Male,35-39,Chinese,262.4
2018,Male,40-44,Chinese,242.8
2018,Male,45-49,Chinese,232.8
2018,Male,50-54,Chinese,225.6
2018,Male,55-59,Chinese,214.8
2018,Male,60-64,Chinese,178.9
2018,Male,65-69,Chinese,143.2
2018,Male,70-74,Chinese,105.7
2018,Male,75-79,Chinese,63.4
2018,Male,80+,Chinese,60.3
2018,Male,Total,Chinese,3427.3
2018,Female,00-04,Chinese,161.5
2018,Female,05-09,Chinese,192.6
2018,Female,10-14,Chinese,219.6
2018,Female,15-19,Chinese,246.8
2018,Female,20-24,Chinese,258.1
2018,Female,25-29,Chinese,267.4
2018,Female,30-34,Chinese,266.9
2018,Female,35-39,Chinese,249.6
2018,Female,40-44,Chinese,223.6
2018,Female,45-49,Chinese,224.3
2018,Female,50-54,Chinese,217.6
2018,Female,55-59,Chinese,193
2018,Female,60-64,Chinese,167.7
2018,Female,65-69,Chinese,138.6
2018,Female,70-74,Chinese,103.8
2018,Female,75-79,Chinese,63.9
2018,Female,80+,Chinese,59.8
2018,Female,Total,Chinese,3254.8
2000,Total,00-04,Indians,185.7
2000,Total,05-09,Indians,171.9
2000,Total,10-14,Indians,173.3
2000,Total,15-19,Indians,165.7
2000,Total,20-24,Indians,153
2000,Total,25-29,Indians,144.6
2000,Total,30-34,Indians,139.9
2000,Total,35-39,Indians,130.8
2000,Total,40-44,Indians,121.5
2000,Total,45-49,Indians,101.9
2000,Total,50-54,Indians,67
2000,Total,55-59,Indians,46.9
2000,Total,60-64,Indians,36.6
2000,Total,65-69,Indians,25.5
2000,Total,70-74,Indians,15.9
2000,Total,75-79,Indians,8.7
2000,Total,80+,Indians,7.3
2000,Total,Total,Indians,1696.1
2000,Male,00-04,Indians,94.5
2000,Male,05-09,Indians,87.8
2000,Male,10-14,Indians,88.8
2000,Male,15-19,Indians,84.3
2000,Male,20-24,Indians,76
2000,Male,25-29,Indians,71.2
2000,Male,30-34,Indians,69.4
2000,Male,35-39,Indians,65.1
2000,Male,40-44,Indians,60.8
2000,Male,45-49,Indians,51.2
2000,Male,50-54,Indians,34
2000,Male,55-59,Indians,23.6
2000,Male,60-64,Indians,17
2000,Male,65-69,Indians,11.3
2000,Male,70-74,Indians,7.9
2000,Male,75-79,Indians,4.1
2000,Male,80+,Indians,3.3
2000,Male,Total,Indians,850.6
2000,Female,00-04,Indians,91.2
2000,Female,05-09,Indians,84.1
2000,Female,10-14,Indians,84.5
2000,Female,15-19,Indians,81.4
2000,Female,20-24,Indians,77
2000,Female,25-29,Indians,73.3
2000,Female,30-34,Indians,70.5
2000,Female,35-39,Indians,65.7
2000,Female,40-44,Indians,60.7
2000,Female,45-49,Indians,50.7
2000,Female,50-54,Indians,33
2000,Female,55-59,Indians,23.3
2000,Female,60-64,Indians,19.6
2000,Female,65-69,Indians,14.1
2000,Female,70-74,Indians,8
2000,Female,75-79,Indians,4.6
2000,Female,80+,Indians,4
2000,Female,Total,Indians,845.6
2001,Total,00-04,Indians,184.7
2001,Total,05-09,Indians,173.4
2001,Total,10-14,Indians,174.6
2001,Total,15-19,Indians,169.2
2001,Total,20-24,Indians,155.4
2001,Total,25-29,Indians,144.9
2001,Total,30-34,Indians,140
2001,Total,35-39,Indians,132.3
2001,Total,40-44,Indians,123.3
2001,Total,45-49,Indians,105.7
2001,Total,50-54,Indians,72.9
2001,Total,55-59,Indians,48.7
2001,Total,60-64,Indians,37.4
2001,Total,65-69,Indians,26.6
2001,Total,70-74,Indians,16.8
2001,Total,75-79,Indians,9.2
2001,Total,80+,Indians,7.9
2001,Total,Total,Indians,1722.9
2001,Male,00-04,Indians,94
2001,Male,05-09,Indians,88.4
2001,Male,10-14,Indians,89.5
2001,Male,15-19,Indians,86.3
2001,Male,20-24,Indians,77.7
2001,Male,25-29,Indians,71.6
2001,Male,30-34,Indians,69.3
2001,Male,35-39,Indians,65.9
2001,Male,40-44,Indians,61.7
2001,Male,45-49,Indians,53
2001,Male,50-54,Indians,36.8
2001,Male,55-59,Indians,24.5
2001,Male,60-64,Indians,17.6
2001,Male,65-69,Indians,11.8
2001,Male,70-74,Indians,8.1
2001,Male,75-79,Indians,4.4
2001,Male,80+,Indians,3.5
2001,Male,Total,Indians,864
2001,Female,00-04,Indians,90.7
2001,Female,05-09,Indians,85.1
2001,Female,10-14,Indians,85.1
2001,Female,15-19,Indians,82.9
2001,Female,20-24,Indians,77.7
2001,Female,25-29,Indians,73.3
2001,Female,30-34,Indians,70.8
2001,Female,35-39,Indians,66.4
2001,Female,40-44,Indians,61.6
2001,Female,45-49,Indians,52.7
2001,Female,50-54,Indians,36.1
2001,Female,55-59,Indians,24.2
2001,Female,60-64,Indians,19.8
2001,Female,65-69,Indians,14.8
2001,Female,70-74,Indians,8.6
2001,Female,75-79,Indians,4.8
2001,Female,80+,Indians,4.4
2001,Female,Total,Indians,858.9
2002,Total,00-04,Indians,181.6
2002,Total,05-09,Indians,175.3
2002,Total,10-14,Indians,175.2
2002,Total,15-19,Indians,172.7
2002,Total,20-24,Indians,158.7
2002,Total,25-29,Indians,145.6
2002,Total,30-34,Indians,139.8
2002,Total,35-39,Indians,133.7
2002,Total,40-44,Indians,124.8
2002,Total,45-49,Indians,108.8
2002,Total,50-54,Indians,79.1
2002,Total,55-59,Indians,51.3
2002,Total,60-64,Indians,37.9
2002,Total,65-69,Indians,28
2002,Total,70-74,Indians,17.7
2002,Total,75-79,Indians,9.8
2002,Total,80+,Indians,8.5
2002,Total,Total,Indians,1748.4
2002,Male,00-04,Indians,92.5
2002,Male,05-09,Indians,89.1
2002,Male,10-14,Indians,89.7
2002,Male,15-19,Indians,88.3
2002,Male,20-24,Indians,79.9
2002,Male,25-29,Indians,72.2
2002,Male,30-34,Indians,69
2002,Male,35-39,Indians,66.5
2002,Male,40-44,Indians,62.5
2002,Male,45-49,Indians,54.5
2002,Male,50-54,Indians,39.7
2002,Male,55-59,Indians,25.8
2002,Male,60-64,Indians,18.1
2002,Male,65-69,Indians,12.5
2002,Male,70-74,Indians,8.3
2002,Male,75-79,Indians,4.7
2002,Male,80+,Indians,3.7
2002,Male,Total,Indians,877.2
2002,Female,00-04,Indians,89.1
2002,Female,05-09,Indians,86.1
2002,Female,10-14,Indians,85.5
2002,Female,15-19,Indians,84.4
2002,Female,20-24,Indians,78.8
2002,Female,25-29,Indians,73.3
2002,Female,30-34,Indians,70.8
2002,Female,35-39,Indians,67.2
2002,Female,40-44,Indians,62.4
2002,Female,45-49,Indians,54.3
2002,Female,50-54,Indians,39.4
2002,Female,55-59,Indians,25.5
2002,Female,60-64,Indians,19.8
2002,Female,65-69,Indians,15.5
2002,Female,70-74,Indians,9.4
2002,Female,75-79,Indians,5
2002,Female,80+,Indians,4.7
2002,Female,Total,Indians,871.2
2003,Total,00-04,Indians,176.8
2003,Total,05-09,Indians,177.5
2003,Total,10-14,Indians,175.5
2003,Total,15-19,Indians,175.6
2003,Total,20-24,Indians,162.8
2003,Total,25-29,Indians,146.7
2003,Total,30-34,Indians,139.5
2003,Total,35-39,Indians,134.7
2003,Total,40-44,Indians,126.3
2003,Total,45-49,Indians,111.5
2003,Total,50-54,Indians,84.7
2003,Total,55-59,Indians,55.1
2003,Total,60-64,Indians,38.2
2003,Total,65-69,Indians,29.4
2003,Total,70-74,Indians,18.6
2003,Total,75-79,Indians,10.4
2003,Total,80+,Indians,9
2003,Total,Total,Indians,1772.3
2003,Male,00-04,Indians,90.2
2003,Male,05-09,Indians,90.1
2003,Male,10-14,Indians,89.7
2003,Male,15-19,Indians,89.9
2003,Male,20-24,Indians,82.3
2003,Male,25-29,Indians,73.2
2003,Male,30-34,Indians,68.9
2003,Male,35-39,Indians,66.9
2003,Male,40-44,Indians,63.3
2003,Male,45-49,Indians,55.7
2003,Male,50-54,Indians,42.4
2003,Male,55-59,Indians,27.6
2003,Male,60-64,Indians,18.5
2003,Male,65-69,Indians,13.2
2003,Male,70-74,Indians,8.4
2003,Male,75-79,Indians,5.1
2003,Male,80+,Indians,3.9
2003,Male,Total,Indians,889.4
2003,Female,00-04,Indians,86.6
2003,Female,05-09,Indians,87.3
2003,Female,10-14,Indians,85.8
2003,Female,15-19,Indians,85.7
2003,Female,20-24,Indians,80.5
2003,Female,25-29,Indians,73.5
2003,Female,30-34,Indians,70.6
2003,Female,35-39,Indians,67.8
2003,Female,40-44,Indians,63
2003,Female,45-49,Indians,55.7
2003,Female,50-54,Indians,42.3
2003,Female,55-59,Indians,27.6
2003,Female,60-64,Indians,19.7
2003,Female,65-69,Indians,16.2
2003,Female,70-74,Indians,10.2
2003,Female,75-79,Indians,5.3
2003,Female,80+,Indians,5
2003,Female,Total,Indians,882.9
2004,Total,00-04,Indians,172.2
2004,Total,05-09,Indians,179.6
2004,Total,10-14,Indians,175.9
2004,Total,15-19,Indians,177.8
2004,Total,20-24,Indians,167.4
2004,Total,25-29,Indians,148.5
2004,Total,30-34,Indians,139.4
2004,Total,35-39,Indians,135.1
2004,Total,40-44,Indians,127.9
2004,Total,45-49,Indians,114.2
2004,Total,50-54,Indians,89.4
2004,Total,55-59,Indians,59.8
2004,Total,60-64,Indians,38.9
2004,Total,65-69,Indians,30.5
2004,Total,70-74,Indians,19.6
2004,Total,75-79,Indians,11.1
2004,Total,80+,Indians,9.5
2004,Total,Total,Indians,1796.7
2004,Male,00-04,Indians,87.6
2004,Male,05-09,Indians,91.2
2004,Male,10-14,Indians,89.7
2004,Male,15-19,Indians,91.1
2004,Male,20-24,Indians,84.8
2004,Male,25-29,Indians,74.6
2004,Male,30-34,Indians,69.1
2004,Male,35-39,Indians,66.8
2004,Male,40-44,Indians,64.2
2004,Male,45-49,Indians,57
2004,Male,50-54,Indians,44.7
2004,Male,55-59,Indians,29.7
2004,Male,60-64,Indians,19
2004,Male,65-69,Indians,13.8
2004,Male,70-74,Indians,8.7
2004,Male,75-79,Indians,5.3
2004,Male,80+,Indians,4.1
2004,Male,Total,Indians,901.3
2004,Female,00-04,Indians,84.7
2004,Female,05-09,Indians,88.5
2004,Female,10-14,Indians,86.2
2004,Female,15-19,Indians,86.7
2004,Female,20-24,Indians,82.5
2004,Female,25-29,Indians,73.9
2004,Female,30-34,Indians,70.3
2004,Female,35-39,Indians,68.4
2004,Female,40-44,Indians,63.7
2004,Female,45-49,Indians,57.2
2004,Female,50-54,Indians,44.7
2004,Female,55-59,Indians,30.1
2004,Female,60-64,Indians,19.9
2004,Female,65-69,Indians,16.6
2004,Female,70-74,Indians,11
2004,Female,75-79,Indians,5.7
2004,Female,80+,Indians,5.3
2004,Female,Total,Indians,895.4
2005,Total,00-04,Indians,166.2
2005,Total,05-09,Indians,181.3
2005,Total,10-14,Indians,176.5
2005,Total,15-19,Indians,179.3
2005,Total,20-24,Indians,171.8
2005,Total,25-29,Indians,151.3
2005,Total,30-34,Indians,139.6
2005,Total,35-39,Indians,135.1
2005,Total,40-44,Indians,129.3
2005,Total,45-49,Indians,116.8
2005,Total,50-54,Indians,93.2
2005,Total,55-59,Indians,65
2005,Total,60-64,Indians,40.3
2005,Total,65-69,Indians,31.2
2005,Total,70-74,Indians,20.7
2005,Total,75-79,Indians,11.9
2005,Total,80+,Indians,10
2005,Total,Total,Indians,1819.5
2005,Male,00-04,Indians,84.6
2005,Male,05-09,Indians,92
2005,Male,10-14,Indians,89.8
2005,Male,15-19,Indians,91.9
2005,Male,20-24,Indians,87.2
2005,Male,25-29,Indians,76.4
2005,Male,30-34,Indians,69.5
2005,Male,35-39,Indians,66.5
2005,Male,40-44,Indians,64.9
2005,Male,45-49,Indians,58.3
2005,Male,50-54,Indians,46.5
2005,Male,55-59,Indians,32.1
2005,Male,60-64,Indians,19.7
2005,Male,65-69,Indians,14.3
2005,Male,70-74,Indians,9
2005,Male,75-79,Indians,5.6
2005,Male,80+,Indians,4.4
2005,Male,Total,Indians,912.9
2005,Female,00-04,Indians,81.6
2005,Female,05-09,Indians,89.3
2005,Female,10-14,Indians,86.7
2005,Female,15-19,Indians,87.4
2005,Female,20-24,Indians,84.6
2005,Female,25-29,Indians,74.9
2005,Female,30-34,Indians,70.1
2005,Female,35-39,Indians,68.6
2005,Female,40-44,Indians,64.3
2005,Female,45-49,Indians,58.5
2005,Female,50-54,Indians,46.7
2005,Female,55-59,Indians,32.9
2005,Female,60-64,Indians,20.5
2005,Female,65-69,Indians,16.9
2005,Female,70-74,Indians,11.6
2005,Female,75-79,Indians,6.3
2005,Female,80+,Indians,5.6
2005,Female,Total,Indians,906.6
2006,Total,00-04,Indians,161.8
2006,Total,05-09,Indians,180.2
2006,Total,10-14,Indians,177.2
2006,Total,15-19,Indians,180.3
2006,Total,20-24,Indians,176
2006,Total,25-29,Indians,155.1
2006,Total,30-34,Indians,140.3
2006,Total,35-39,Indians,134.8
2006,Total,40-44,Indians,130.4
2006,Total,45-49,Indians,119.3
2006,Total,50-54,Indians,96.7
2006,Total,55-59,Indians,70
2006,Total,60-64,Indians,42.7
2006,Total,65-69,Indians,31.7
2006,Total,70-74,Indians,21.8
2006,Total,75-79,Indians,12.6
2006,Total,80+,Indians,10.6
2006,Total,Total,Indians,1841.6
2006,Male,00-04,Indians,82.5
2006,Male,05-09,Indians,91.5
2006,Male,10-14,Indians,90
2006,Male,15-19,Indians,92.4
2006,Male,20-24,Indians,89.5
2006,Male,25-29,Indians,78.6
2006,Male,30-34,Indians,70.3
2006,Male,35-39,Indians,66.2
2006,Male,40-44,Indians,65.4
2006,Male,45-49,Indians,59.6
2006,Male,50-54,Indians,48.2
2006,Male,55-59,Indians,34.5
2006,Male,60-64,Indians,20.9
2006,Male,65-69,Indians,14.7
2006,Male,70-74,Indians,9.6
2006,Male,75-79,Indians,5.8
2006,Male,80+,Indians,4.7
2006,Male,Total,Indians,924.4
2006,Female,00-04,Indians,79.2
2006,Female,05-09,Indians,88.7
2006,Female,10-14,Indians,87.3
2006,Female,15-19,Indians,87.9
2006,Female,20-24,Indians,86.5
2006,Female,25-29,Indians,76.4
2006,Female,30-34,Indians,70
2006,Female,35-39,Indians,68.6
2006,Female,40-44,Indians,65
2006,Female,45-49,Indians,59.7
2006,Female,50-54,Indians,48.5
2006,Female,55-59,Indians,35.5
2006,Female,60-64,Indians,21.9
2006,Female,65-69,Indians,17
2006,Female,70-74,Indians,12.2
2006,Female,75-79,Indians,6.8
2006,Female,80+,Indians,6
2006,Female,Total,Indians,917.3
2007,Total,00-04,Indians,158.3
2007,Total,05-09,Indians,177.9
2007,Total,10-14,Indians,178
2007,Total,15-19,Indians,180.8
2007,Total,20-24,Indians,179.4
2007,Total,25-29,Indians,160.1
2007,Total,30-34,Indians,141.3
2007,Total,35-39,Indians,134.3
2007,Total,40-44,Indians,131
2007,Total,45-49,Indians,121.6
2007,Total,50-54,Indians,100.2
2007,Total,55-59,Indians,74.5
2007,Total,60-64,Indians,46.6
2007,Total,65-69,Indians,31.6
2007,Total,70-74,Indians,23
2007,Total,75-79,Indians,13.3
2007,Total,80+,Indians,11.4
2007,Total,Total,Indians,1863.3
2007,Male,00-04,Indians,80.7
2007,Male,05-09,Indians,90.5
2007,Male,10-14,Indians,90.2
2007,Male,15-19,Indians,92.5
2007,Male,20-24,Indians,91.4
2007,Male,25-29,Indians,81.4
2007,Male,30-34,Indians,71.3
2007,Male,35-39,Indians,66.1
2007,Male,40-44,Indians,65.3
2007,Male,45-49,Indians,61
